Mod:Item:MetaData, Localized Name
AncientWarfareAutomation:torque_conduit:2, Heavy Torque Junction
AncientWarfareAutomation:torque_shaft:0, Light Torque Shaft
AncientWarfareAutomation:torque_shaft:1, Medium Torque Shaft
AncientWarfareAutomation:torque_shaft:2, Heavy Torque Shaft
AncientWarfareAutomation:torque_distributor:0, Light Torque Distributor
AncientWarfareAutomation:torque_distributor:1, Medium Torque Distributor
AncientWarfareAutomation:torque_distributor:2, Heavy Torque Distributor
AncientWarfareAutomation:torque_generator_sterling:0, Sterling Generator
AncientWarfareAutomation:torque_generator_waterwheel:0, Waterwheel Generator
AncientWarfareAutomation:hand_cranked_engine:0, Hand Cranked Torque Generator
AncientWarfareAutomation:windmill_blade, Windmill Blade
AncientWarfareAutomation:windmill_control:0, Windmill Controller
AncientWarfareAutomation:chunk_loader_simple, Simple Chunk Loader
AncientWarfareAutomation:chunk_loader_deluxe, Deluxe Chunk Loader
AncientWarfareNpc:town_hall, Town Hall
AncientWarfareStructure:advanced_spawner, Advanced Monster Spawner
AncientWarfareStructure:gate_proxy, tile.gate_proxy.name
AncientWarfareStructure:drafting_station, Drafting Station
AncientWarfareStructure:structure_builder_ticked, Survival Structure Builder
AncientWarfareStructure:sound_block, tile.sound_block.name
nevermine:darkstone, Darkstone
nevermine:stoneAbyss, Abyssal Stone
nevermine:oreBloodstone, Bloodstone Ore
nevermine:leavesShadow, Shadow Leaves
nevermine:leavesBlood, Blood Leaves
nevermine:abyssPortal, Abyss Portal
nevermine:havenPortal, Haven Portal
nevermine:precasiaPortal, Precasia Portal
nevermine:mysteriumPortal, Mysterium Portal
nevermine:crate, Crate
nevermine:dirtHaven, Haven Dirt
nevermine:leavesHavenBlue, Blue Haven Leaves
nevermine:leavesHavenYellow, Yellow Haven Leaves
nevermine:leavesHavenPink, Pink Haven Leaves
nevermine:leavesHavenRed, Red Haven Leaves
nevermine:leavesHavenPurple, Purple Haven Leaves
nevermine:leavesHavenTurq, Turquoise Haven Leaves
nevermine:leavesLucalus,  Lucalus Leaves
nevermine:leavesCycade, Cycade Leaves
nevermine:leavesStranglewood,  Stranglewood Leaves
nevermine:oreAmethyst, Amethyst Ore
nevermine:oreChestFragments, Chest Fragments
nevermine:oreCrystallite, Crystallite Ore
nevermine:oreEmberstone, Emberstone Ore
nevermine:oreFootFragments, Foot Fragments
nevermine:oreJade, Jade Ore
nevermine:oreLegFragments, Leg Fragments
nevermine:oreLimonite, Limonite Ore
nevermine:oreRosite, Rosite Ore
nevermine:oreSapphire, Sapphire Ore
nevermine:oreSkullFragments, Skull Fragments
nevermine:planksBloodwood, Bloodwood Planks
nevermine:planksCycade, Cycade Planks
nevermine:planksLucalus, Lucalus Planks
nevermine:planksShadow, Shadow Planks
nevermine:planksStranglewood, Stranglewood Planks
nevermine:spawnerAmphibiyte, Amphibiyte Spawner
nevermine:spawnerNethengeic, Nethengeic Spawner
nevermine:spawnerFlesh, Flesh Spawner
nevermine:spawnerHaven, Seeker Spawner
nevermine:spawnerHaven2, Surveyor Spawner
nevermine:spawnerHaven3, Volar Spawner
nevermine:spawnerPrecasian, Iosaur Spawner
nevermine:spawnerPrecasian2, Spinoledon Spawner
nevermine:spawnerPrecasian3, Diocus Spawner
nevermine:spawnerHaunted1, Banshee Spawner
nevermine:spawnerHaunted2, Phantom Spawner
nevermine:spawnerHaunted3, Nightmare Spider Spawner
nevermine:spawnerHaunted4, Undead Troll Spawner
nevermine:spawnerRunic, Runic Golem Spawner
nevermine:spawnerKaiyu, Kaiyu  Spawner
nevermine:stonePrecasiaHigh, Precasian Stone
nevermine:stonePrecasiaLow, Precasian Stone
nevermine:stoneHaven, Haven Stone
nevermine:twinklestone, Twinklestone
nevermine:skeletalBlock, Skeletal Block
nevermine:brick_0, Coloured Bricks
nevermine:brick_1, Coloured Bricks
nevermine:brick_2, Coloured Bricks
nevermine:brick_3, Coloured Bricks
nevermine:brick_4, Coloured Bricks
nevermine:brick_5, Coloured Bricks
nevermine:brick_6, Coloured Bricks
nevermine:brick_7, Coloured Bricks
nevermine:brick_8, Coloured Bricks
nevermine:brick_9, Coloured Bricks
nevermine:brick_10, Coloured Bricks
nevermine:brick_11, Coloured Bricks
nevermine:brick_12, Coloured Bricks
nevermine:brick_13, Coloured Bricks
nevermine:brick_14, Coloured Bricks
nevermine:brick_15, Coloured Bricks
nevermine:bricksWhitewash, Whitewash Bricks
nevermine:bricksDarkwash, Darkwash Bricks
nevermine:bricksSkeletal, Skeletal Bricks
nevermine:bricksCrystallite, Crystallite Bricks
nevermine:bricksCoral, Coral Bricks
nevermine:bricksBloodstone, Bloodstone Bricks
nevermine:bricksHaunted, Haunted Bricks
nevermine:ivory, Ivory
nevermine:ivoryAmethyst, Amethyst Ivory
nevermine:ivoryRosite, Rosite Ivory
nevermine:ivoryLimonite, Limonite Ivory
nevermine:ivoryJade, Jade Ivory
nevermine:ivorySapphire, Sapphire Ivory
nevermine:lampAmethyst, Amethyst Lamp
nevermine:lampRosite, Rosite Lamp
nevermine:lampLimonite, Limonite Lamp
nevermine:lampJade, Jade Lamp
nevermine:lampSapphire, Sapphire Lamp
nevermine:lampEmberstone, Emberstone Lamp
nevermine:lampBloodstone, Bloodstone Lamp
nevermine:lampCrystallite, Crystallite Lamp
nevermine:lampSkeletal, Skeletal Lamp
nevermine:animated/FireLamp, Fire Lamp
nevermine:animated/RedstoneNeon, Neon Redstone
nevermine:animated/RedstoneNeonCircling, Circling Neon Redstone
nevermine:animated/LapisNeon, Neon Lapis
nevermine:animated/LapisNeonCircling, Circling Neon Lapis
nevermine:animated/LapisNeonTriangles, Neon Lapis Triangles 
nevermine:animated/RedstoneNeonTriangles, Neon Redstone Triangles
nevermine:bloodstoneBarBlock, Bloodstone Bars
nevermine:bloodstoneBarBricks, Bloodstone Bars
nevermine:leavesVein, Vein Leaves
nevermine:leavesShadowblood, Shadowblood Leaves
nevermine:mushroomOutsidePurple, Purple Mushroom
nevermine:mushroomInsidePurple, Purple Mushroom
nevermine:mushroomOutsideOrange, Orange Mushroom
nevermine:mushroomInsideOrange, Orange Mushroom
nevermine:mushroomOutsideGreen, Green Mushroom
nevermine:mushroomInsideGreen, Green Mushroom
nevermine:mushroomOutsideYellow, Yellow Mushroom
nevermine:mushroomInsideYellow, Yellow Mushroom
nevermine:mushroomOutsideBlue, Blue Mushroom
nevermine:mushroomInsideBlue, Blue Mushroom
nevermine:oreMystite, Mystite Ore
nevermine:mysteriumBricksBlack, Black Mysterium Bricks
nevermine:mysteriumBricksGreen, Green Mysterium Bricks
nevermine:stoneMysterium, Mysterium Stone
nevermine:dirtMysterium, Mysterium Dirt
nevermine:lampMystic, Mystic Lamp
nevermine:mysticFerns, Mystic Ferns
nevermine:mysticBush, Mystic Bush
nevermine:kaiyuTempleFace, Kaiyu Temple Face
nevermine:kaiyuTemplePattern1, Kaiyu Temple Pattern
nevermine:kaiyuTemplePattern2, Kaiyu Temple Pattern
nevermine:kaiyuTemplePattern3, Kaiyu Temple Pattern
nevermine:kaiyuTemplePattern4, Kaiyu Temple Pattern
nevermine:kaiyuTemplePattern5, Kaiyu Temple Pattern
nevermine:kaiyuTemplePlain, Kaiyu Temple Pattern
nevermine:stoneIromine, Iromine Stone
nevermine:iroBrick_striped, Striped Iro Brick
nevermine:iroBrick_dotted, Dotted Iro Brick
nevermine:leavesIrogold, Irogold Leaves
nevermine:leavesIrodust, Irodust Leaves
nevermine:iroLamp, Iro Lamp
nevermine:iroGrass, Iro Grass
nevermine:oreLyon, Lyon Ore
nevermine:irominePortal, Iromine Portal
nevermine:dirtLunalyte, Lunalyte Dirt
nevermine:dirtLunasole, Lunasole Dirt
nevermine:leavesLunicia, Lunicia Leaves
nevermine:leavesLunosso, Lunosso Leaves
nevermine:lunaLip, Lunalip
nevermine:luntar, Luntar
nevermine:lunalusPortal, Lunalus Portal
nevermine:deepCrystal, Deep Crystal
nevermine:deeplandsRock, Deep Rock
nevermine:dirtGardencia, Gardencia Dirt
nevermine:stoneGardencia, Gardencia Stone
nevermine:pedalsRose,  Rose Petals
nevermine:pedalsLightRose, Light Rose Petals
nevermine:pedalsBlue, Blue Petals
nevermine:pedalsLightBlue, Light Blue Petals
nevermine:pedalsPurple, Purple Petals
nevermine:pedalsLightPurple, Light Purple Petals
nevermine:pedalsYellow, Yellow Petals
nevermine:flowerCore, Flower Core
nevermine:plantStem, Plant Stem
nevermine:lylips, Lylips
nevermine:daileers, Daileers
nevermine:gardenGrass, Garden Grass
nevermine:gardenciaPortal, Gardencia Portal
nevermine:dirtGreckon, Greckon Dirt
nevermine:stoneGreckon, Greckon Stone
nevermine:oreGhastly, Ghastly Ore
nevermine:oreGhoulish, Ghoulish Ore
nevermine:leavesHaunted, Haunted Leaves
nevermine:hauntedFlower, Haunted Flower
nevermine:greckonPortal, Greckon Portal
nevermine:dirtDustopia, Dustopia Dirt
nevermine:stoneDustopia, Dustopia Stone
nevermine:dawnBush, Dawn Bush
nevermine:dawnFlower, Dawn Flower
nevermine:leavesDawn, Dawn Leaves
nevermine:dawngrassTop, Dawn Grass Top
nevermine:barsDawnwood, Dawnwood Bars
nevermine:planksDawnwood, Dawnwood Planks
nevermine:dustopiaPortal, Dustopia Portal
nevermine:bricksLunar, Lunar Bricks
nevermine:planksLunide, Lunide Planks
nevermine:carpetLunar, Lunar Carpet
nevermine:lampLunar, Lunar Lamp
nevermine:stoneBorean, Borean Stone
nevermine:stoneToxic, Toxic Stone
nevermine:dirtBorean, Borean Dirt
nevermine:dirtToxic, Toxic Dirt
nevermine:coralPink, Coral Pink
nevermine:coralGreen, Coral Green
nevermine:coralYellow, Coral Yellow
nevermine:coralOrange, Coral Orange
nevermine:coralWhite, Coral White
nevermine:degradedSteel, Degraded Steel
nevermine:boreanPortal, L'Borean Portal
nevermine:burealStocks, Bureal Stocks
nevermine:voxpondsPortal, Vox Ponds Portal
nevermine:dustopianLampOn, Dustopian Lamp
nevermine:decayedBrick, Decayed Brick
nevermine:runicBrick, Runic Brick
nevermine:decayedGlass, Decayed Glass
nevermine:runicLeaves, Runic Leaves
nevermine:runandorPortal, Runandor Portal
nevermine:runicBush, Runic Bush
nevermine:runeBulbs, Rune Bulbs
nevermine:magias, Magias
nevermine:runicGlass, Runic Glass
nevermine:runicConstructBricks, Runic Construct Bricks
nevermine:animated/RunicNeon, Runic Neon
nevermine:carpetBaron, Baron Carpet
nevermine:baronBricks, Baron Bricks
nevermine:baronCube, Baron Cube
nevermine:baronGround, Baron Ground
nevermine:baronStone, Baron Stone
nevermine:baronGlass, Baron Glass
nevermine:barathosPortal, Barathos Portal
nevermine:oreVarsium, Varsium Ore
nevermine:oreElecanium, Elecanium Ore
nevermine:oreBaronyte, Baronyte Ore
nevermine:darkBricks, Dark Bricks
nevermine:greckonBricks, Greckon Bricks
nevermine:animated/DarkBrickFace, Dark Face Brick
nevermine:lunarGlass, Lunar Glass
nevermine:deeplandsPortal, Deeplands Portal
nevermine:mushroomBlack, Black Mushroom
nevermine:mushroomStemBlack, Black Mushroom Stem 
nevermine:deepGrass, Deep Grass
nevermine:deepBlooms, Deep Blooms
nevermine:DeeplandsExplosionTrap, Deep Rock
nevermine:DeeplandsLavaTrap, Deep Rocks
nevermine:havenGrass, Haven Grass
nevermine:iroGlass, Iro Glass
nevermine:carpetIro, Iro Carpet
nevermine:cogBlock, Cog Block
nevermine:barathosHellstone, Barathos Hellstone
nevermine:oreBlazium, Blazium Ore
nevermine:toxicStem, Toxic Stem
nevermine:voxLamp, Vox Lamp
nevermine:deadGrass, Dead Grass
nevermine:tangleThorn, Tangle Thorns
nevermine:luconGrass, Lucon Grass
nevermine:runePostLife, Life Rune Post
nevermine:runePostWater, Water Rune Post
nevermine:runePostFire, Fire Rune Post
nevermine:runePostEnergy, Energy Rune Post
nevermine:runePostPoison, Poison Rune Post
nevermine:runePostWither, Wither Rune Post
nevermine:runePostLunar, Lunar Rune Post
nevermine:runePostKinetic, Kinetic Rune Post
nevermine:runePostStorm, Storm Rune Post
nevermine:runePostWind, Wind Rune Post
nevermine:runePostStrike, Strike Rune Post
nevermine:runePostPower, Power Rune Post
nevermine:runePostDistortion, Distortion Rune Post
nevermine:iroBrick_unbreakable, Unbreakable Iro Brick
nevermine:unbreakableStem, Unbreakable Stem
nevermine:pedalsBlack, Black Petals
nevermine:bricksRosidian, Rosidian Bricks
nevermine:bricksGardencian, Gardencian Bricks
nevermine:hiveWall, Hive Wall
nevermine:baronCastleWall, Baron Castle Wall
nevermine:carpetGardencian, Gardencian Carpet
nevermine:carpetBorean, Borean Carpet
nevermine:aquaticGlass, Aquatic Glass
nevermine:gardencianGlass, Gardencian Glass
nevermine:voxGlass, Vox Glass
nevermine:havenGlass, Haven Glass
nevermine:abyssalGlass, AbyssalGlass
nevermine:lampAquatic, Aquatic Lamp
nevermine:coralCage, Coral Cage
nevermine:hiveLight, Hive Light
nevermine:orbSunfire, Sunfire Orb
nevermine:orbMoonlight, Moonlight Orb
nevermine:orbDusk, Dusk Orb
nevermine:orbDarklight, Darklight Orb
nevermine:orbLunar, Lunar Orb
nevermine:spawnerMermage, Mermage Spawner
nevermine:spawnerAmphibior, Amphibior Spawner
nevermine:spawnerDawnlight, Dawnlight Spawner
nevermine:spawnerEnforcer, Enforcer Spawner
nevermine:spawnerMechyon, Mechyon Spawner
nevermine:spawnerInmateX, InmateX Spawner
nevermine:spawnerInmateY, InmateY Spawner
nevermine:spawnerPodPlant, Pod Plant Spawner
nevermine:spawnerRunicGuardian, Runic Guardian Spawner
nevermine:spawnerMerkyre, Merkyre Spawner
nevermine:spawnerSpectralWizard, Spectral Wizard Spawner
nevermine:spawnerVineWizard, Vine Wizard Spawner
nevermine:spawnerTharafly, Tharafly Spawner
nevermine:DeeplandsNipperTrap, Deep Rock
nevermine:oreRunium, Runium Ore
nevermine:oreChargedRunium, Charged Runium Ore
nevermine:runicBrickU, Runic Bricks
nevermine:runicGlassU, Runic Glass
nevermine:labBrick, Lab Brick
nevermine:labWalls, Lab Walls
nevermine:labBrickGreen, Green Lab Brick
nevermine:labGlassBasic, Basic Lab Glass
nevermine:labGlassSquares, Lab Glass Squares
nevermine:labLampDonut, Donut Lab Lamp
nevermine:leavesEternal, Eternal Leaves
nevermine:spawnerFacelessFloater, Faceles Floater Spawner
nevermine:planksIrowood, Irowood Planks
nevermine:planksHauntedwood, Hauntedwood Planks
nevermine:planksRunic, Runic Planks
nevermine:planksToxicwood, Toxicwood Planks
nevermine:leveledBrick, Leveled Brick
nevermine:leveledBrickBrown, Leveled Brick
nevermine:leveledWalls, Leveled Walls
nevermine:darkinBrick, Darkin Brick
nevermine:darkinBrickRed, Darkin Walls
nevermine:darkinWalls, Darkin Brick
nevermine:irotops, Irotops
nevermine:lurchians, Lurchians
nevermine:spawnerNightwing, Nightwing Spawner
nevermine:leavesChurry, Churry Leaves
nevermine:leavesAchony, Achony Leaves
nevermine:lelyetianCore, Lelyetian Core
nevermine:stoneLelyetia, Lelyetia Stone
nevermine:lelyetianGrassDown, Lelyetian Grass Down
nevermine:lelyetianGrassUp, Lelyetian Grass Up
nevermine:lelyetiaPortal, Lelyetia Portal
nevermine:ancientRock, Ancient Rock
nevermine:ancientTileRed, Ancient Red Tile
nevermine:ancientTileBright, Ancient Bright Tile
nevermine:ancientTileBlack, Ancient Black Tile
nevermine:ancientTileCore, Ancient Tile Core
nevermine:ancientTileShrine, Ancient Shrine Tile
nevermine:ancientGlass, Ancient Glass
nevermine:lampAncient, Ancient Lamp
nevermine:ancientVines, Ancient Vines
nevermine:ancientVineCap, Ancient Vine Cap
nevermine:ancientcavernPortal, Ancient Cavern Portal
nevermine:spawnerExohead, Exohead Spawner
nevermine:spawnerRawbone, Rawbone Spawner
nevermine:spawnerParavite, Paravite Spawner
nevermine:spawnerZhinx, Zhinx Spawner
nevermine:spawnerBloodsucker, Bloodsucker Spawner
nevermine:spawnerAutomaton, Automaton Spawner
nevermine:spawnerCaveBug, Cave Bug Spawner
nevermine:spawnerFlowerface, Flowerface Spawner
nevermine:bricksLelyetian, Lelyetian Bricks
nevermine:boneyBlock, Boney Block
nevermine:zhinxGlass, Zhinx Glass
nevermine:lelyetianGlass, Lelyetian Glass
nevermine:paraviteHive, Paravite Hive
nevermine:lelyetianStem, Lelyetian Stem
nevermine:lelyetianStemCapUp, Lelyetian Stem Cap Up
nevermine:lelyetianStemCapDown, Lelyetian Stem Cap Down
nevermine:lelyetianWiggler, Lelyetian Wiggler
nevermine:lelyetianWigglerTop, Lelyetian Wiggler Top
nevermine:lelyetianWigglerBottom, Lelyetian Wiggler Bottom
nevermine:tubeicles, Tubeicles
nevermine:bloodPine, Blood Pine
nevermine:bloodPineStem, Blood Pine
nevermine:eyeShrub, Eye Shrub
nevermine:eyeShrubStem, Eye Shrub
nevermine:spawnerJawe, Jawe Spawner
nevermine:heatLamp_0, Life Lamp
nevermine:heatLamp_1, Life Lamp
nevermine:heatLamp_2, Life Lamp
nevermine:heatLamp_3, Life Lamp
nevermine:heatLamp_4, Life Lamp
nevermine:heatLamp_5, Life Lamp
nevermine:heatLamp_6, Life Lamp
nevermine:heatLamp_7, Life Lamp
nevermine:heatLamp_8, Life Lamp
nevermine:heatLamp_9, Life Lamp
nevermine:heatLamp_10, Life Lamp
nevermine:heatLamp_11, Life Lamp
nevermine:heatLamp_12, Life Lamp
nevermine:heatLamp_13, Life Lamp
nevermine:heatLamp_14, Life Lamp
nevermine:heatLamp_15, Life Lamp
nevermine:dirtCeleve, Celeve Dirt
nevermine:CelevePortal, Celeve Portal
nevermine:celevusRed, Red Celevus
nevermine:celevusGreen, Green Celevus
nevermine:celevusBlue, Blue Celevus
nevermine:celevusYellow, Yellow Celevus
nevermine:celevusPurple, Purple Celevus
nevermine:celevusWhite, White Celevus
nevermine:celeviansBlue, Blue Celevians
nevermine:celeviansRed, Red Celevians
nevermine:celeviansPurple, Purple Celevians
nevermine:celeviansWhite, White Celevians
nevermine:celebulbsTopGreen, Green Celebulbs
nevermine:celebulbsTopYellow, Yellow Celebulbs
nevermine:celebulbsStem, Celebulbs Stem
nevermine:crystalBlue, Blue Crystal
nevermine:crystalGreen, Green Crystal
nevermine:crystalYellow, Yellow Crystal
nevermine:crystalWhite, White Crystal
nevermine:crystalRed, Red Crystal
nevermine:crystalPurple, Purple Crystal
nevermine:crysteviaRock, Crystevia Rock
nevermine:crysteviaPortal, Crystevia Portal
nevermine:oreCrystalPurple, Purple Crystal Ore
nevermine:oreCrystalBlue, Blue Crystal Ore
nevermine:oreCrystalGreen, Green Crystal Ore
nevermine:oreCrystalYellow, Yellow Crystal Ore
nevermine:oreCrystalRed, Red Crystal Ore
nevermine:oreCrystalWhite, White Crystal Ore
nevermine:crystalBlockRed, Red Crystal Block
nevermine:crystalBlockGreen, Green Crystal Block
nevermine:crystalBlockYellow, Yellow Crystal Block
nevermine:crystalBlockBlue, Blue Crystal Block
nevermine:crystalBlockWhite, White Crystal Block
nevermine:crystalBlockPurple, Purple Crystal Block
nevermine:runePostCompass, Compass Rune post
nevermine:planksChurry, Churry Planks
nevermine:planksAchony, Achony Planks
nevermine:planksBlueshroom, Blueshroom Planks
nevermine:planksGreenshroom, Greenshroom Planks
nevermine:planksYellowshroom, Yellowshroom Planks
nevermine:planksOrangeshroom, Orangeshroom Planks
nevermine:planksPurpleshroom, Purpleshroom Planks
nevermine:stairsPurpleshroom, Purpleshroom Stairs
nevermine:stairsGreenshroom, Greenshroom Stairs
nevermine:stairsYellowshroom, Yellowshroom Stairs
nevermine:stairsOrangeshroom, Orangeshroom Stairs
nevermine:stairsBlueshroom, Blueshroom Stairs
nevermine:stairsChurry, Churry Stairs
nevermine:stairsAchony, Achony Stairs
nevermine:stairsToxicwood, Toxicwood Stairs
nevermine:stairsDawnwood, Dawnwood Stairs
nevermine:stairsLunide, Lunide Stairs
nevermine:stairsIrowood, Irowood Stairs
nevermine:stairsStranglewood, Stranglewood Stairs
nevermine:stairsShadow, Shadow Stairs
nevermine:stairsLucalus, Lucalus Stairs
nevermine:stairsCycade, Cycade Stairs
nevermine:stairsBloodwood, Bloodwood Stairs
nevermine:stairsRunic, Runic Stairs
nevermine:stairsHauntedwood, Hauntedwood Stairs
nevermine:sbrick_0, Coloured Stairs
nevermine:sbrick_1, Coloured Stairs
nevermine:sbrick_2, Coloured Stairs
nevermine:sbrick_3, Coloured Stairs
nevermine:sbrick_4, Coloured Stairs
nevermine:sbrick_5, Coloured Stairs
nevermine:sbrick_6, Coloured Stairs
nevermine:sbrick_7, Coloured Stairs
nevermine:sbrick_8, Coloured Stairs
nevermine:sbrick_9, Coloured Stairs
nevermine:sbrick_10, Coloured Stairs
nevermine:sbrick_11, Coloured Stairs
nevermine:sbrick_12, Coloured Stairs
nevermine:sbrick_13, Coloured Stairs
nevermine:sbrick_14, Coloured Stairs
nevermine:sbrick_15, Coloured Stairs
nevermine:ivoryStairs, Ivory Stairs
nevermine:ivoryAmethystStairs, Amethyst Ivory Stairs
nevermine:ivoryRositeStairs, Rosite Ivory Stairs
nevermine:ivoryLimoniteStairs, Limonite Ivory Stairs
nevermine:ivoryJadeStairs, Jade Ivory Stairs
nevermine:ivorySapphireStairs, Sapphire Ivory Stairs
nevermine:bricksCrystevian, Crystevian Bricks
nevermine:dirtCandyland, Candied Dirt
nevermine:CandylandPortal, Candyland Portal
nevermine:candyCane, Candy Canes
nevermine:spearmentRed, Peppermints
nevermine:spearmentGreen, Spearmints
nevermine:lollypopYellow, Lollypop
nevermine:lollypopBlue, Lollypop
nevermine:lollypopRed, Lollypop
nevermine:plasticStick, Plastic
nevermine:candyTube, Candy Tube
nevermine:chocolateBlock, Chocolate
nevermine:chocolateBlockDark, Dark Chocolate
nevermine:chocolateBlockWhite, White Chocolate
nevermine:candylandRedCandy, Red Candy
nevermine:candylandGreenCandy, Green Candy
nevermine:candylandWhiteCandy, White Candy
nevermine:plasticPole, Plastic
nevermine:candylandCotton, Cotton Candy
nevermine:candylandCottonBlue, Cotton Candy
nevermine:candyGrass, Candy Grass
nevermine:candyGrassBlue, Candy Grass
nevermine:ivoryP1, Patterned Ivory
nevermine:ivoryAmethystP1, Patterned Amethyst Ivory
